case,StartTime,CompleteTime,concept:name,org:resource,responsible
265,2023/4/26 10:52,2023/4/26 11:29,Create SW anomaly,res3-000001,1
265,2023/4/26 11:29,2023/4/26 13:08,Resolve SW anomaly,res4-000001,1
265,2023/4/26 13:08,2023/4/26 16:10,Require upgrade,res5-000001,1
265,2023/4/26 16:10,2023/4/27 15:31,Take in charge ticket,res7-000001,1
265,2023/4/27 15:31,2023/4/28 7:34,Resolve ticket,res9-000001,1
265,2023/4/28 7:34,2023/4/28 9:20,Closed,res10-000001,1
266,2023/4/27 7:00,2023/4/27 8:02,Insert ticket,res1-000001,1
266,2023/4/27 8:02,2023/4/27 10:28,Assign seriousness,res2-000001,1
266,2023/4/27 10:28,2023/4/27 11:07,Create SW anomaly,res3-000001,1
266,2023/4/27 11:07,2023/4/27 12:59,Resolve SW anomaly,res4-000001,1
266,2023/4/27 12:59,2023/4/27 14:44,Require upgrade,res5-000001,1
266,2023/4/27 15:31,2023/5/1 9:13,Take in charge ticket,res7-000001,1
266,2023/5/1 9:13,2023/5/1 10:33,Resolve ticket,res9-000001,1
266,2023/5/1 10:33,2023/5/1 12:11,Closed,res10-000001,1
267,2023/4/28 7:00,2023/4/28 8:36,Insert ticket,res1-000001,1
267,2023/4/28 8:36,2023/4/28 12:48,Assign seriousness,res2-000001,1
267,2023/4/28 12:48,2023/4/28 14:32,Create SW anomaly,res3-000001,1
267,2023/4/28 14:32,2023/4/28 15:40,Resolve SW anomaly,res4-000001,1
267,2023/4/28 15:40,2023/5/1 8:07,Require upgrade,res5-000001,1
267,2023/5/1 9:13,2023/5/2 10:38,Take in charge ticket,res7-000001,1
267,2023/5/2 10:38,2023/5/2 12:09,Resolve ticket,res9-000001,1
267,2023/5/2 12:09,2023/5/2 14:54,Closed,res10-000001,1
268,2023/5/2 7:00,2023/5/2 7:58,Insert ticket,res1-000001,1
268,2023/5/2 7:58,2023/5/2 10:53,Assign seriousness,res2-000001,1
268,2023/5/2 10:53,2023/5/2 12:21,Create SW anomaly,res3-000001,1
268,2023/5/2 12:21,2023/5/2 13:29,Resolve SW anomaly,res4-000001,1
268,2023/5/2 13:29,2023/5/2 14:45,Require upgrade,res5-000001,1
268,2023/5/2 14:45,2023/5/3 16:21,Take in charge ticket,res7-000001,1
268,2023/5/3 16:21,2023/5/4 7:54,Resolve ticket,res9-000001,1
268,2023/5/4 7:54,2023/5/4 9:08,Closed,res10-000001,1
269,2023/5/3 7:00,2023/5/3 8:34,Assign seriousness,res2-000001,1
269,2023/5/3 8:34,2023/5/3 9:00,Create SW anomaly,res3-000001,1
269,2023/5/3 9:00,2023/5/3 9:16,Resolve SW anomaly,res4-000001,1
269,2023/5/3 9:16,2023/5/3 9:37,Require upgrade,res5-000001,1
269,2023/5/3 16:21,2023/5/5 7:56,Take in charge ticket,res7-000001,1
269,2023/5/5 7:56,2023/5/5 10:26,Resolve ticket,res9-000001,1
269,2023/5/5 10:26,2023/5/5 12:08,Closed,res10-000001,1
270,2023/5/4 7:00,2023/5/4 9:05,Insert ticket,res1-000001,1
270,2023/5/4 9:05,2023/5/4 12:13,Assign seriousness,res2-000001,1
270,2023/5/4 12:13,2023/5/4 14:29,Create SW anomaly,res3-000001,1
270,2023/5/4 14:29,2023/5/4 16:56,Resolve SW anomaly,res4-000001,1
270,2023/5/4 16:56,2023/5/5 10:02,Require upgrade,res5-000001,1
270,2023/5/5 10:02,2023/5/9 11:03,Take in charge ticket,res7-000001,1
270,2023/5/9 11:03,2023/5/9 13:20,Resolve ticket,res9-000001,1
270,2023/5/9 13:20,2023/5/9 14:57,Closed,res10-000001,1
271,2023/5/5 7:00,2023/5/5 9:19,Insert ticket,res1-000001,1
271,2023/5/5 9:19,2023/5/5 12:26,Assign seriousness,res2-000001,1
271,2023/5/5 12:26,2023/5/5 13:30,Create SW anomaly,res3-000001,1
271,2023/5/5 13:30,2023/5/5 16:01,Resolve SW anomaly,res4-000001,1
271,2023/5/5 16:01,2023/5/5 16:30,Require upgrade,res5-000001,1
271,2023/5/9 11:03,2023/5/11 8:01,Take in charge ticket,res7-000001,1
271,2023/5/11 8:01,2023/5/11 12:01,Resolve ticket,res9-000001,1
271,2023/5/11 12:01,2023/5/11 14:29,Closed,res10-000001,1
272,2023/5/9 7:00,2023/5/9 9:48,Insert ticket,res1-000001,1
272,2023/5/9 9:48,2023/5/9 11:47,Assign seriousness,res2-000001,1
272,2023/5/9 11:47,2023/5/9 14:01,Create SW anomaly,res3-000001,1
272,2023/5/9 14:01,2023/5/9 15:07,Resolve SW anomaly,res4-000001,1
272,2023/5/9 15:07,2023/5/10 7:19,Require upgrade,res5-000001,1
272,2023/5/11 8:01,2023/5/11 14:42,Take in charge ticket,res7-000001,1
272,2023/5/11 14:42,2023/5/11 16:34,Resolve ticket,res9-000001,1
272,2023/5/11 16:34,2023/5/12 10:43,Closed,res10-000001,1
273,2023/5/10 7:00,2023/5/10 9:32,Insert ticket,res1-000001,1
273,2023/5/10 9:32,2023/5/10 10:55,Assign seriousness,res2-000001,1
273,2023/5/10 10:55,2023/5/10 13:42,Create SW anomaly,res3-000001,1
273,2023/5/10 13:42,2023/5/10 14:53,Resolve SW anomaly,res4-000001,1
273,2023/5/10 14:53,2023/5/10 16:12,Require upgrade,res5-000001,1
273,2023/5/11 14:42,2023/5/12 15:01,Take in charge ticket,res7-000001,1
273,2023/5/12 15:01,2023/5/15 7:04,Resolve ticket,res9-000001,1
273,2023/5/15 7:04,2023/5/15 10:06,Closed,res10-000001,1
274,2023/5/11 7:00,2023/5/11 8:23,Insert ticket,res1-000001,1
274,2023/5/11 8:23,2023/5/11 11:17,Assign seriousness,res2-000001,1
274,2023/5/11 11:17,2023/5/11 11:19,Create SW anomaly,res3-000001,1
274,2023/5/11 11:19,2023/5/11 12:19,Resolve SW anomaly,res4-000001,1
274,2023/5/11 12:19,2023/5/11 13:27,Require upgrade,res5-000001,1
274,2023/5/12 15:01,2023/5/15 13:36,Take in charge ticket,res7-000001,1
274,2023/5/15 13:36,2023/5/15 15:37,Resolve ticket,res9-000001,1
274,2023/5/15 15:37,2023/5/16 8:32,Closed,res10-000001,1
275,2023/5/12 7:00,2023/5/12 7:50,Insert ticket,res1-000001,1
275,2023/5/12 7:50,2023/5/12 10:05,Assign seriousness,res2-000001,1
275,2023/5/12 10:05,2023/5/12 11:56,Create SW anomaly,res3-000001,1
275,2023/5/12 11:56,2023/5/12 13:14,Resolve SW anomaly,res4-000001,1
275,2023/5/12 13:14,2023/5/12 15:51,Require upgrade,res5-000001,1
275,2023/5/15 13:36,2023/5/16 9:40,Take in charge ticket,res7-000001,1
275,2023/5/16 9:40,2023/5/16 12:13,Resolve ticket,res9-000001,1
275,2023/5/16 12:13,2023/5/16 15:08,Closed,res10-000001,1
276,2023/5/16 7:00,2023/5/16 8:22,Insert ticket,res1-000001,1
276,2023/5/16 8:22,2023/5/16 9:45,Assign seriousness,res2-000001,1
276,2023/5/16 9:45,2023/5/16 11:06,Create SW anomaly,res3-000001,1
276,2023/5/16 11:06,2023/5/16 13:00,Resolve SW anomaly,res4-000001,1
276,2023/5/16 13:00,2023/5/16 14:29,Require upgrade,res5-000001,1
276,2023/5/16 14:29,2023/5/17 12:11,Take in charge ticket,res7-000001,1
276,2023/5/17 12:11,2023/5/17 16:25,Resolve ticket,res9-000001,1
276,2023/5/17 16:25,2023/5/18 8:11,Closed,res10-000001,1
277,2023/5/17 7:00,2023/5/17 8:08,Insert ticket,res1-000001,1
277,2023/5/17 8:08,2023/5/17 11:36,Assign seriousness,res2-000001,1
277,2023/5/17 11:36,2023/5/17 12:42,Create SW anomaly,res3-000001,1
277,2023/5/17 12:42,2023/5/17 14:32,Resolve SW anomaly,res4-000001,1
277,2023/5/17 14:32,2023/5/17 16:01,Require upgrade,res5-000001,1
277,2023/5/17 16:01,2023/5/19 7:38,Take in charge ticket,res7-000001,1
277,2023/5/19 7:38,2023/5/19 11:41,Resolve ticket,res9-000001,1
277,2023/5/19 11:41,2023/5/19 14:11,Closed,res10-000001,1
278,2023/5/18 7:00,2023/5/18 8:28,Insert ticket,res1-000001,1
278,2023/5/18 8:28,2023/5/18 8:42,Assign seriousness,res2-000001,1
278,2023/5/18 8:42,2023/5/18 9:15,Create SW anomaly,res3-000001,1
278,2023/5/18 9:15,2023/5/18 11:38,Resolve SW anomaly,res4-000001,1
278,2023/5/18 11:38,2023/5/18 12:08,Require upgrade,res5-000001,1
278,2023/5/19 7:38,2023/5/22 8:30,Take in charge ticket,res7-000001,1
278,2023/5/22 8:30,2023/5/22 10:04,Resolve ticket,res9-000001,1
278,2023/5/22 10:04,2023/5/22 11:56,Closed,res10-000001,1
279,2023/5/19 16:07,2023/5/22 10:05,Insert ticket,res1-000001,1
279,2023/5/22 10:05,2023/5/22 12:02,Assign seriousness,res2-000001,1
279,2023/5/22 12:02,2023/5/22 13:31,Create SW anomaly,res3-000001,1
279,2023/5/22 13:31,2023/5/22 15:26,Resolve SW anomaly,res4-000001,1
279,2023/5/22 15:26,2023/5/22 16:08,Require upgrade,res5-000001,1
279,2023/5/22 16:08,2023/5/23 15:46,Take in charge ticket,res7-000001,1
279,2023/5/23 15:46,2023/5/24 7:04,Resolve ticket,res9-000001,1
279,2023/5/24 7:04,2023/5/24 8:18,Closed,res10-000001,1
280,2023/5/23 7:00,2023/5/23 9:07,Insert ticket,res1-000001,1
280,2023/5/23 9:07,2023/5/23 10:44,Assign seriousness,res2-000001,1
280,2023/5/23 10:44,2023/5/23 11:48,Create SW anomaly,res3-000001,1
280,2023/5/23 11:48,2023/5/23 13:32,Resolve SW anomaly,res4-000001,1
280,2023/5/23 13:32,2023/5/23 14:58,Require upgrade,res5-000001,1
280,2023/5/23 15:46,2023/5/24 13:47,Take in charge ticket,res7-000001,1
280,2023/5/24 13:47,2023/5/24 16:09,Resolve ticket,res9-000001,1
280,2023/5/24 16:09,2023/5/25 8:12,Closed,res10-000001,1
281,2023/5/24 7:00,2023/5/24 8:27,Insert ticket,res1-000001,1
281,2023/5/24 8:27,2023/5/24 9:59,Assign seriousness,res2-000001,1
281,2023/5/24 9:59,2023/5/24 12:42,Create SW anomaly,res3-000001,1
281,2023/5/24 12:42,2023/5/24 14:09,Resolve SW anomaly,res4-000001,1
281,2023/5/24 14:09,2023/5/24 16:00,Require upgrade,res5-000001,1
281,2023/5/24 16:00,2023/5/25 16:04,Take in charge ticket,res7-000001,1
281,2023/5/25 16:04,2023/5/26 7:25,Resolve ticket,res9-000001,1
281,2023/5/26 7:25,2023/5/26 8:09,Closed,res10-000001,1
282,2023/5/25 7:00,2023/5/25 8:29,Insert ticket,res1-000001,1
282,2023/5/25 8:29,2023/5/25 10:20,Assign seriousness,res2-000001,1
282,2023/5/25 10:20,2023/5/25 11:03,Create SW anomaly,res3-000001,1
282,2023/5/25 11:03,2023/5/25 12:26,Resolve SW anomaly,res4-000001,1
282,2023/5/25 12:26,2023/5/25 15:01,Require upgrade,res5-000001,1
282,2023/5/25 16:04,2023/5/29 7:17,Take in charge ticket,res7-000001,1
282,2023/5/29 7:17,2023/5/29 10:23,Resolve ticket,res9-000001,1
282,2023/5/29 10:23,2023/5/29 12:43,Closed,res10-000001,1
283,2023/5/26 16:16,2023/5/26 16:31,Insert ticket,res1-000001,1
283,2023/5/26 16:31,2023/5/29 9:49,Assign seriousness,res2-000001,1
283,2023/5/29 9:49,2023/5/29 11:26,Create SW anomaly,res3-000001,1
283,2023/5/29 11:26,2023/5/29 11:59,Resolve SW anomaly,res4-000001,1
283,2023/5/29 11:59,2023/5/29 15:05,Require upgrade,res5-000001,1
283,2023/5/29 15:05,2023/5/30 16:48,Take in charge ticket,res7-000001,1
283,2023/5/30 16:48,2023/5/31 8:09,Resolve ticket,res9-000001,1
283,2023/5/31 8:09,2023/5/31 11:48,Closed,res10-000001,1
284,2023/5/30 7:00,2023/5/30 8:09,Insert ticket,res1-000001,1
284,2023/5/30 8:09,2023/5/30 9:47,Assign seriousness,res2-000001,1
284,2023/5/30 9:47,2023/5/30 11:35,Create SW anomaly,res3-000001,1
284,2023/5/30 11:35,2023/5/30 13:09,Resolve SW anomaly,res4-000001,1
284,2023/5/30 13:09,2023/5/30 13:55,Require upgrade,res5-000001,1
284,2023/5/30 16:48,2023/6/1 15:55,Take in charge ticket,res7-000001,1
284,2023/6/1 15:55,2023/6/2 7:55,Resolve ticket,res9-000001,1
284,2023/6/2 7:55,2023/6/2 10:34,Closed,res10-000001,1
285,2023/5/31 7:00,2023/5/31 7:36,Insert ticket,res1-000001,1
285,2023/5/31 7:36,2023/5/31 9:49,Assign seriousness,res2-000001,1
285,2023/5/31 9:49,2023/5/31 10:24,Create SW anomaly,res3-000001,1
285,2023/5/31 10:24,2023/5/31 14:26,Resolve SW anomaly,res4-000001,1
285,2023/5/31 14:26,2023/5/31 16:08,Require upgrade,res5-000001,1
285,2023/6/1 15:55,2023/6/2 9:10,Take in charge ticket,res7-000001,1
285,2023/6/2 9:10,2023/6/2 9:56,Resolve ticket,res9-000001,1
285,2023/6/2 10:34,2023/6/2 12:49,Closed,res10-000001,1
286,2023/6/1 7:00,2023/6/1 8:48,Insert ticket,res1-000001,1
286,2023/6/1 8:48,2023/6/1 10:18,Assign seriousness,res2-000001,1
286,2023/6/1 10:18,2023/6/1 13:04,Create SW anomaly,res3-000001,1
286,2023/6/1 13:04,2023/6/1 14:21,Resolve SW anomaly,res4-000001,1
286,2023/6/1 14:21,2023/6/1 16:01,Require upgrade,res5-000001,1
286,2023/6/2 9:10,2023/6/5 14:06,Take in charge ticket,res7-000001,1
286,2023/6/5 14:06,2023/6/5 16:08,Resolve ticket,res9-000001,1
286,2023/6/5 16:08,2023/6/6 7:44,Closed,res10-000001,1
287,2023/6/2 16:24,2023/6/5 8:11,Insert ticket,res1-000001,1
287,2023/6/5 8:11,2023/6/5 10:25,Assign seriousness,res2-000001,1
287,2023/6/5 10:25,2023/6/5 11:55,Create SW anomaly,res3-000001,1
287,2023/6/5 11:55,2023/6/5 13:20,Resolve SW anomaly,res4-000001,1
287,2023/6/5 13:20,2023/6/5 15:16,Require upgrade,res5-000001,1
287,2023/6/5 15:16,2023/6/7 8:04,Take in charge ticket,res7-000001,1
287,2023/6/7 8:04,2023/6/7 10:34,Resolve ticket,res9-000001,1
287,2023/6/7 10:34,2023/6/7 11:38,Closed,res10-000001,1
288,2023/6/6 7:00,2023/6/6 8:04,Assign seriousness,res2-000001,1
288,2023/6/6 8:04,2023/6/6 10:36,Create SW anomaly,res3-000001,1
288,2023/6/6 10:36,2023/6/6 11:34,Resolve SW anomaly,res4-000001,1
288,2023/6/6 11:34,2023/6/6 12:17,Require upgrade,res5-000001,1
288,2023/6/7 8:04,2023/6/8 12:51,Take in charge ticket,res7-000001,1
288,2023/6/8 12:51,2023/6/8 14:32,Resolve ticket,res9-000001,1
288,2023/6/8 14:32,2023/6/8 16:10,Closed,res10-000001,1
289,2023/6/7 7:00,2023/6/7 7:37,Insert ticket,res1-000001,1
289,2023/6/7 7:37,2023/6/7 8:54,Assign seriousness,res2-000001,1
289,2023/6/7 8:54,2023/6/7 12:05,Create SW anomaly,res3-000001,1
289,2023/6/7 12:05,2023/6/7 12:46,Resolve SW anomaly,res4-000001,1
289,2023/6/7 12:46,2023/6/7 13:50,Require upgrade,res5-000001,1
289,2023/6/8 12:51,2023/6/9 9:29,Take in charge ticket,res7-000001,1
289,2023/6/9 9:29,2023/6/9 10:19,Resolve ticket,res9-000001,1
289,2023/6/9 10:19,2023/6/9 12:38,Closed,res10-000001,1
290,2023/6/8 7:00,2023/6/8 8:38,Insert ticket,res1-000001,1
290,2023/6/8 8:38,2023/6/8 9:55,Assign seriousness,res2-000001,1
290,2023/6/8 9:55,2023/6/8 11:42,Create SW anomaly,res3-000001,1
290,2023/6/8 11:42,2023/6/8 15:17,Resolve SW anomaly,res4-000001,1
290,2023/6/8 15:17,2023/6/9 7:11,Require upgrade,res5-000001,1
290,2023/6/9 9:29,2023/6/12 11:50,Take in charge ticket,res7-000001,1
290,2023/6/12 11:50,2023/6/12 14:12,Resolve ticket,res9-000001,1
290,2023/6/12 14:12,2023/6/12 15:38,Closed,res10-000001,1
291,2023/6/9 16:31,2023/6/12 7:30,Insert ticket,res1-000001,1
291,2023/6/12 7:30,2023/6/12 8:21,Assign seriousness,res2-000001,1
291,2023/6/12 8:21,2023/6/12 10:44,Create SW anomaly,res3-000001,1
291,2023/6/12 10:44,2023/6/12 14:07,Resolve SW anomaly,res4-000001,1
291,2023/6/12 14:07,2023/6/12 16:54,Require upgrade,res5-000001,1
291,2023/6/12 16:54,2023/6/14 10:39,Take in charge ticket,res7-000001,1
291,2023/6/14 10:39,2023/6/14 14:34,Resolve ticket,res9-000001,1
291,2023/6/14 14:34,2023/6/14 16:42,Closed,res10-000001,1
292,2023/6/13 7:00,2023/6/13 8:43,Insert ticket,res1-000001,1
292,2023/6/13 8:43,2023/6/13 12:51,Assign seriousness,res2-000001,1
292,2023/6/13 12:51,2023/6/13 14:22,Create SW anomaly,res3-000001,1
292,2023/6/13 14:22,2023/6/14 7:26,Resolve SW anomaly,res4-000001,1
292,2023/6/14 7:26,2023/6/14 9:48,Require upgrade,res5-000001,1
292,2023/6/14 10:39,2023/6/15 12:18,Take in charge ticket,res7-000001,1
292,2023/6/15 12:18,2023/6/15 15:01,Resolve ticket,res9-000001,1
292,2023/6/15 15:01,2023/6/15 16:01,Closed,res10-000001,1
293,2023/6/14 7:00,2023/6/14 9:08,Insert ticket,res1-000001,1
293,2023/6/14 9:08,2023/6/14 10:45,Assign seriousness,res2-000001,1
293,2023/6/14 10:45,2023/6/14 12:16,Create SW anomaly,res3-000001,1
293,2023/6/14 12:16,2023/6/14 15:01,Resolve SW anomaly,res4-000001,1
293,2023/6/14 15:01,2023/6/15 8:10,Require upgrade,res5-000001,1
293,2023/6/15 12:18,2023/6/16 16:23,Take in charge ticket,res7-000001,1
293,2023/6/16 16:23,2023/6/19 9:43,Resolve ticket,res9-000001,1
293,2023/6/19 9:43,2023/6/19 12:22,Closed,res10-000001,1
294,2023/6/15 7:00,2023/6/15 10:14,Assign seriousness,res2-000001,1
294,2023/6/15 10:14,2023/6/15 12:35,Create SW anomaly,res3-000001,1
294,2023/6/15 12:35,2023/6/15 14:21,Resolve SW anomaly,res4-000001,1
294,2023/6/15 14:21,2023/6/15 16:37,Require upgrade,res5-000001,1
294,2023/6/16 16:23,2023/6/19 16:04,Take in charge ticket,res7-000001,1
294,2023/6/19 16:04,2023/6/20 7:53,Resolve ticket,res9-000001,1
294,2023/6/20 7:53,2023/6/20 9:34,Closed,res10-000001,1
295,2023/6/16 16:39,2023/6/19 9:22,Assign seriousness,res2-000001,1
295,2023/6/19 9:22,2023/6/19 11:34,Create SW anomaly,res3-000001,1
295,2023/6/19 11:34,2023/6/19 14:41,Resolve SW anomaly,res4-000001,1
295,2023/6/19 14:41,2023/6/19 16:09,Require upgrade,res5-000001,1
295,2023/6/19 16:09,2023/6/20 11:56,Take in charge ticket,res7-000001,1
295,2023/6/20 11:56,2023/6/20 14:29,Resolve ticket,res9-000001,1
295,2023/6/20 14:29,2023/6/20 15:43,Closed,res10-000001,1
296,2023/6/20 7:00,2023/6/20 9:46,Assign seriousness,res2-000001,1
296,2023/6/20 9:46,2023/6/20 10:58,Create SW anomaly,res3-000001,1
296,2023/6/20 10:58,2023/6/20 12:12,Resolve SW anomaly,res4-000001,1
296,2023/6/20 12:12,2023/6/20 13:50,Require upgrade,res5-000001,1
296,2023/6/20 13:50,2023/6/21 12:55,Take in charge ticket,res7-000001,1
296,2023/6/21 12:55,2023/6/21 13:18,Resolve ticket,res9-000001,1
296,2023/6/21 13:18,2023/6/22 7:08,Closed,res10-000001,1
297,2023/6/21 7:00,2023/6/21 8:49,Assign seriousness,res2-000001,1
297,2023/6/21 8:49,2023/6/21 10:24,Create SW anomaly,res3-000001,1
297,2023/6/21 10:24,2023/6/21 12:25,Resolve SW anomaly,res4-000001,1
297,2023/6/21 12:25,2023/6/21 12:51,Require upgrade,res5-000001,1
297,2023/6/21 12:55,2023/6/22 8:49,Take in charge ticket,res7-000001,1
297,2023/6/22 8:49,2023/6/22 9:55,Resolve ticket,res9-000001,1
297,2023/6/22 9:55,2023/6/22 12:34,Closed,res10-000001,1
298,2023/6/22 7:00,2023/6/22 8:12,Insert ticket,res1-000001,1
298,2023/6/22 8:12,2023/6/22 10:27,Assign seriousness,res2-000001,1
298,2023/6/22 10:27,2023/6/22 12:44,Create SW anomaly,res3-000001,1
298,2023/6/22 12:44,2023/6/22 14:10,Resolve SW anomaly,res4-000001,1
298,2023/6/22 14:10,2023/6/22 15:00,Require upgrade,res5-000001,1
298,2023/6/22 15:00,2023/6/23 15:27,Take in charge ticket,res7-000001,1
298,2023/6/23 15:27,2023/6/23 16:37,Resolve ticket,res9-000001,1
298,2023/6/23 16:37,2023/6/26 8:29,Closed,res10-000001,1
299,2023/6/23 16:47,2023/6/26 9:07,Insert ticket,res1-000001,1
299,2023/6/26 9:07,2023/6/26 10:22,Assign seriousness,res2-000001,1
299,2023/6/26 10:22,2023/6/26 11:12,Create SW anomaly,res3-000001,1
299,2023/6/26 11:12,2023/6/26 12:29,Resolve SW anomaly,res4-000001,1
299,2023/6/26 12:29,2023/6/26 15:16,Require upgrade,res5-000001,1
299,2023/6/26 15:16,2023/6/27 13:48,Take in charge ticket,res7-000001,1
299,2023/6/27 13:48,2023/6/27 16:05,Resolve ticket,res9-000001,1
299,2023/6/27 16:05,2023/6/28 9:06,Closed,res10-000001,1
300,2023/7/3 16:00,2023/7/4 10:13,Insert ticket,res1-000001,2
300,2023/7/4 10:13,2023/7/4 14:46,Assign seriousness,res2-000001,2
300,2023/7/4 14:46,2023/7/5 9:00,Create SW anomaly,res3-000001,2
300,2023/7/5 9:00,2023/7/5 13:35,Resolve SW anomaly,res4-000001,2
300,2023/7/5 13:35,2023/7/5 16:12,Require upgrade,res5-000001,2
300,2023/7/5 16:12,2023/7/6 11:17,Take in charge ticket,res6-000001,2
300,2023/7/6 11:17,2023/7/6 15:51,Resolve ticket,res9-000001,2
300,2023/7/6 15:51,2023/7/7 11:53,Closed,res10-000001,2
301,2023/7/5 7:00,2023/7/5 10:23,Insert ticket,res1-000001,2
301,2023/7/5 10:23,2023/7/5 16:49,Assign seriousness,res2-000001,2
301,2023/7/5 16:49,2023/7/6 10:47,Create SW anomaly,res3-000001,2
301,2023/7/6 10:47,2023/7/6 15:14,Resolve SW anomaly,res4-000001,2
301,2023/7/6 15:14,2023/7/7 10:27,Require upgrade,res5-000001,2
301,2023/7/7 10:27,2023/7/7 15:38,Take in charge ticket,res6-000001,2
301,2023/7/7 15:38,2023/7/10 11:12,Resolve ticket,res9-000001,2
301,2023/7/10 11:12,2023/7/10 16:24,Closed,res10-000001,2
302,2023/7/6 7:00,2023/7/6 12:19,Insert ticket,res1-000001,2
302,2023/7/6 12:19,2023/7/6 16:46,Assign seriousness,res2-000001,2
302,2023/7/7 10:27,2023/7/7 16:34,Require upgrade,res5-000001,2
302,2023/7/7 16:34,2023/7/10 12:47,Take in charge ticket,res6-000001,2
302,2023/7/10 12:47,2023/7/11 8:32,Resolve ticket,res9-000001,2
302,2023/7/11 8:32,2023/7/11 12:22,Closed,res10-000001,2
303,2023/7/7 7:00,2023/7/7 9:48,Assign seriousness,res2-000001,2
303,2023/7/7 9:48,2023/7/7 12:48,Create SW anomaly,res3-000001,2
303,2023/7/7 12:48,2023/7/7 16:42,Resolve SW anomaly,res4-000001,2
303,2023/7/7 16:42,2023/7/10 10:21,Require upgrade,res5-000001,2
303,2023/7/10 12:47,2023/7/11 8:38,Take in charge ticket,res6-000001,2
303,2023/7/11 8:38,2023/7/11 13:51,Resolve ticket,res9-000001,2
303,2023/7/11 13:51,2023/7/12 7:51,Closed,res10-000001,2
304,2023/7/10 16:09,2023/7/11 11:25,Insert ticket,res1-000001,2
304,2023/7/11 11:25,2023/7/11 15:50,Assign seriousness,res2-000001,2
304,2023/7/11 15:50,2023/7/12 9:29,Create SW anomaly,res3-000001,2
304,2023/7/12 9:29,2023/7/12 14:17,Resolve SW anomaly,res4-000001,2
304,2023/7/12 14:17,2023/7/13 8:15,Require upgrade,res5-000001,2
304,2023/7/13 8:15,2023/7/13 11:13,Take in charge ticket,res6-000001,2
304,2023/7/13 11:13,2023/7/13 16:44,Resolve ticket,res9-000001,2
304,2023/7/13 16:44,2023/7/14 10:11,Closed,res10-000001,2
305,2023/7/12 7:00,2023/7/12 10:58,Insert ticket,res1-000001,2
305,2023/7/12 10:58,2023/7/12 16:00,Assign seriousness,res2-000001,2
305,2023/7/12 16:00,2023/7/13 9:43,Create SW anomaly,res3-000001,2
305,2023/7/13 9:43,2023/7/13 12:28,Resolve SW anomaly,res4-000001,2
305,2023/7/13 12:28,2023/7/14 7:41,Require upgrade,res5-000001,2
305,2023/7/14 7:41,2023/7/14 12:28,Take in charge ticket,res6-000001,2
305,2023/7/14 12:28,2023/7/17 9:06,Resolve ticket,res9-000001,2
305,2023/7/17 9:06,2023/7/17 14:20,Closed,res10-000001,2
306,2023/7/13 7:00,2023/7/13 10:57,Insert ticket,res1-000001,2
306,2023/7/13 10:57,2023/7/13 15:42,Assign seriousness,res2-000001,2
306,2023/7/13 15:42,2023/7/14 11:33,Create SW anomaly,res3-000001,2
306,2023/7/14 11:33,2023/7/14 16:30,Resolve SW anomaly,res4-000001,2
306,2023/7/14 16:30,2023/7/17 10:38,Require upgrade,res5-000001,2
306,2023/7/17 10:38,2023/7/17 14:20,Take in charge ticket,res6-000001,2
306,2023/7/17 14:20,2023/7/18 9:58,Resolve ticket,res9-000001,2
306,2023/7/18 9:58,2023/7/18 14:22,Closed,res10-000001,2
307,2023/7/14 7:00,2023/7/14 12:11,Insert ticket,res1-000001,2
307,2023/7/14 12:11,2023/7/17 7:53,Assign seriousness,res2-000001,2
307,2023/7/17 7:53,2023/7/17 11:47,Create SW anomaly,res3-000001,2
307,2023/7/17 11:47,2023/7/17 16:33,Resolve SW anomaly,res4-000001,2
307,2023/7/17 16:33,2023/7/18 11:16,Require upgrade,res5-000001,2
307,2023/7/18 11:16,2023/7/18 16:00,Take in charge ticket,res6-000001,2
307,2023/7/18 16:00,2023/7/19 10:38,Resolve ticket,res9-000001,2
307,2023/7/19 10:38,2023/7/20 7:04,Closed,res10-000001,2
308,2023/7/17 16:15,2023/7/18 11:03,Insert ticket,res1-000001,2
308,2023/7/18 11:03,2023/7/18 14:47,Assign seriousness,res2-000001,2
308,2023/7/18 14:47,2023/7/19 8:10,Create SW anomaly,res3-000001,2
308,2023/7/19 8:10,2023/7/19 12:37,Resolve SW anomaly,res4-000001,2
308,2023/7/19 12:37,2023/7/20 8:07,Require upgrade,res5-000001,2
308,2023/7/20 8:07,2023/7/20 12:21,Take in charge ticket,res6-000001,2
308,2023/7/20 12:21,2023/7/20 16:48,Resolve ticket,res9-000001,2
308,2023/7/20 16:48,2023/7/21 12:42,Closed,res10-000001,2
309,2023/7/19 7:00,2023/7/19 9:35,Insert ticket,res1-000001,2
309,2023/7/19 9:35,2023/7/19 15:37,Assign seriousness,res2-000001,2
309,2023/7/19 15:37,2023/7/20 9:38,Create SW anomaly,res3-000001,2
309,2023/7/20 9:38,2023/7/20 12:53,Resolve SW anomaly,res4-000001,2
309,2023/7/20 12:53,2023/7/20 14:52,Require upgrade,res5-000001,2
309,2023/7/20 14:52,2023/7/21 9:58,Take in charge ticket,res6-000001,2
309,2023/7/21 9:58,2023/7/21 16:22,Resolve ticket,res9-000001,2
309,2023/7/21 16:22,2023/7/24 11:49,Closed,res10-000001,2
310,2023/7/20 7:00,2023/7/20 12:31,Insert ticket,res1-000001,2
